#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
IV	15352225	15352246	21UR-1823	255.0	-	15352225	15352246	0	1	21	15352224	pis_not_detected_CAGE.bed
IV	16912906	16912927	21UR-659	255.0	+	16912906	16912927	0	1	21	16912905	pis_not_detected_CAGE.bed
IV	16018496	16018517	21UR-3070	255.0	-	16018496	16018517	0	1	21	16018495	pis_not_detected_CAGE.bed
IV	15607477	15607498	21UR-3804	255.0	+	15607477	15607498	0	1	21	15607476	pis_not_detected_CAGE.bed
IV	16478016	16478037	21UR-9182	255.0	+	16478016	16478037	0	1	21	16478015	pis_not_detected_CAGE.bed
IV	14457940	14457961	21UR-10590	255.0	-	14457940	14457961	0	1	21	14457939	pis_not_detected_CAGE.bed
IV	14293553	14293574	21UR-14523	255.0	-	14293553	14293574	0	1	21	14293552	pis_not_detected_CAGE.bed
IV	5379272	5379293	21UR-14946	255.0	+	5379272	5379293	0	1	21	5379267	pis_not_detected_CAGE.bed
IV	13951904	13951925	21UR-14581	255.0	-	13951904	13951925	0	1	21	13951903	pis_not_detected_CAGE.bed
IV	15664506	15664527	21UR-744	255.0	-	15664506	15664527	0	1	21	15664505	pis_not_detected_CAGE.bed
IV	14726334	14726355	21UR-5183	255.0	+	14726334	14726355	0	1	21	14726333	pis_not_detected_CAGE.bed
IV	16667728	16667749	21UR-9324	255.0	+	16667728	16667749	0	1	21	16667727	pis_not_detected_CAGE.bed
IV	16810381	16810402	21UR-7335	255.0	+	16810381	16810402	0	1	21	16810380	pis_not_detected_CAGE.bed
IV	5439957	5439978	21UR-12738	255.0	-	5439957	5439978	0	1	21	5439952	pis_not_detected_CAGE.bed
IV	14273839	14273860	21UR-8679	255.0	+	14273839	14273860	0	1	21	14273838	pis_not_detected_CAGE.bed
IV	16674670	16674691	21UR-7842	255.0	+	16674670	16674691	0	1	21	16674669	pis_not_detected_CAGE.bed
IV	16588162	16588183	21UR-3138	255.0	+	16588162	16588183	0	1	21	16588161	pis_not_detected_CAGE.bed
IV	15250738	15250759	21UR-5131	255.0	-	15250738	15250759	0	1	21	15250737	pis_not_detected_CAGE.bed
IV	9188562	9188583	21UR-12917	255.0	+	9188562	9188583	0	1	21	9188553	pis_not_detected_CAGE.bed
IV	7515371	7515392	21UR-14889	255.0	-	7515371	7515392	0	1	21	7515364	pis_not_detected_CAGE.bed
IV	15666512	15666533	21UR-5134	255.0	-	15666512	15666533	0	1	21	15666511	pis_not_detected_CAGE.bed
IV	10421248	10421269	21UR-15000	255.0	-	10421248	10421269	0	1	21	10421247	pis_not_detected_CAGE.bed
IV	5888266	5888287	21UR-15611	255.0	-	5888266	5888287	0	1	21	5888261	pis_not_detected_CAGE.bed
IV	13748791	13748812	21UR-7438	255.0	+	13748791	13748812	0	1	21	13748790	pis_not_detected_CAGE.bed
IV	16026411	16026432	21UR-7072	255.0	+	16026411	16026432	0	1	21	16026410	pis_not_detected_CAGE.bed
IV	16107253	16107274	21UR-2362	255.0	+	16107253	16107274	0	1	21	16107252	pis_not_detected_CAGE.bed
IV	15486403	15486424	21UR-12071	255.0	-	15486403	15486424	0	1	21	15486402	pis_not_detected_CAGE.bed
IV	15757408	15757429	21UR-766	255.0	+	15757408	15757429	0	1	21	15757407	pis_not_detected_CAGE.bed
IV	5727248	5727269	21UR-5205	255.0	-	5727248	5727269	0	1	21	5727243	pis_not_detected_CAGE.bed
IV	15171425	15171446	21UR-1762	255.0	+	15171425	15171446	0	1	21	15171424	pis_not_detected_CAGE.bed
IV	16631659	16631680	21UR-857	255.0	+	16631659	16631680	0	1	21	16631658	pis_not_detected_CAGE.bed
IV	14129931	14129952	21UR-11883	255.0	-	14129931	14129952	0	1	21	14129930	pis_not_detected_CAGE.bed
IV	5512654	5512675	21UR-10504	255.0	-	5512654	5512675	0	1	21	5512649	pis_not_detected_CAGE.bed
IV	16821433	16821454	21UR-12234	255.0	+	16821433	16821454	0	1	21	16821432	pis_not_detected_CAGE.bed
V	3463422	3463443	21UR-8722	255.0	-	3463422	3463443	0	1	21	3463419	pis_not_detected_CAGE.bed
IV	16903628	16903649	21UR-8011	255.0	-	16903628	16903649	0	1	21	16903627	pis_not_detected_CAGE.bed
IV	14637014	14637035	21UR-5516	255.0	+	14637014	14637035	0	1	21	14637013	pis_not_detected_CAGE.bed
III	6483184	6483205	21UR-14505	255.0	+	6483184	6483205	0	1	21	6483178	pis_not_detected_CAGE.bed
IV	15373191	15373212	21UR-1490	255.0	+	15373191	15373212	0	1	21	15373190	pis_not_detected_CAGE.bed
IV	4837437	4837458	21UR-5268	255.0	+	4837437	4837458	0	1	21	4837433	pis_not_detected_CAGE.bed
IV	5867600	5867621	21UR-6340	255.0	+	5867600	5867621	0	1	21	5867595	pis_not_detected_CAGE.bed
IV	6136169	6136190	21UR-10077	255.0	-	6136169	6136190	0	1	21	6136163	pis_not_detected_CAGE.bed
IV	14289899	14289920	21UR-3866	255.0	-	14289899	14289920	0	1	21	14289898	pis_not_detected_CAGE.bed
IV	15952229	15952250	21UR-3937	255.0	+	15952229	15952250	0	1	21	15952228	pis_not_detected_CAGE.bed
IV	15671234	15671255	21UR-14245	255.0	-	15671234	15671255	0	1	21	15671233	pis_not_detected_CAGE.bed
IV	16102359	16102380	21UR-10203	255.0	+	16102359	16102380	0	1	21	16102358	pis_not_detected_CAGE.bed
IV	14361798	14361819	21UR-8888	255.0	-	14361798	14361819	0	1	21	14361797	pis_not_detected_CAGE.bed
IV	15677287	15677308	21UR-13625	255.0	-	15677287	15677308	0	1	21	15677286	pis_not_detected_CAGE.bed
IV	14972329	14972350	21UR-4825	255.0	+	14972329	14972350	0	1	21	14972328	pis_not_detected_CAGE.bed
IV	6214267	6214288	21UR-7822	255.0	-	6214267	6214288	0	1	21	6214261	pis_not_detected_CAGE.bed
IV	15989440	15989461	21UR-4668	255.0	+	15989440	15989461	0	1	21	15989439	pis_not_detected_CAGE.bed
IV	15051617	15051638	21UR-6395	255.0	-	15051617	15051638	0	1	21	15051616	pis_not_detected_CAGE.bed
IV	15672156	15672177	21UR-2408	255.0	+	15672156	15672177	0	1	21	15672155	pis_not_detected_CAGE.bed
IV	15921888	15921909	21UR-2442	255.0	-	15921888	15921909	0	1	21	15921887	pis_not_detected_CAGE.bed
IV	15066160	15066181	21UR-1341	255.0	+	15066160	15066181	0	1	21	15066159	pis_not_detected_CAGE.bed
IV	15237921	15237942	21UR-5653	255.0	+	15237921	15237942	0	1	21	15237920	pis_not_detected_CAGE.bed
II	6624523	6624544	21UR-12367	255.0	-	6624523	6624544	0	1	21	6624517	pis_not_detected_CAGE.bed
IV	14926198	14926219	21UR-6903	255.0	+	14926198	14926219	0	1	21	14926197	pis_not_detected_CAGE.bed
IV	15477592	15477613	21UR-7385	255.0	+	15477592	15477613	0	1	21	15477591	pis_not_detected_CAGE.bed
IV	14599773	14599794	21UR-4815	255.0	+	14599773	14599794	0	1	21	14599772	pis_not_detected_CAGE.bed
I	11747411	11747432	21UR-13288	255.0	-	11747411	11747432	0	1	21	11747410	pis_not_detected_CAGE.bed
IV	16149478	16149499	21UR-5194	255.0	+	16149478	16149499	0	1	21	16149477	pis_not_detected_CAGE.bed
IV	15628694	15628715	21UR-1941	255.0	-	15628694	15628715	0	1	21	15628693	pis_not_detected_CAGE.bed
IV	5050170	5050191	21UR-7641	255.0	-	5050170	5050191	0	1	21	5050165	pis_not_detected_CAGE.bed
IV	13833256	13833277	21UR-3814	255.0	-	13833256	13833277	0	1	21	13833255	pis_not_detected_CAGE.bed
IV	15394210	15394231	21UR-2842	255.0	-	15394210	15394231	0	1	21	15394209	pis_not_detected_CAGE.bed
IV	5867654	5867675	21UR-15533	255.0	+	5867654	5867675	0	1	21	5867649	pis_not_detected_CAGE.bed
IV	16143256	16143277	21UR-15273	255.0	+	16143256	16143277	0	1	21	16143255	pis_not_detected_CAGE.bed
IV	16802935	16802956	21UR-11770	255.0	+	16802935	16802956	0	1	21	16802934	pis_not_detected_CAGE.bed
IV	15438540	15438561	21UR-14684	255.0	-	15438540	15438561	0	1	21	15438539	pis_not_detected_CAGE.bed
IV	15425194	15425215	21UR-306	255.0	+	15425194	15425215	0	1	21	15425193	pis_not_detected_CAGE.bed
IV	15295741	15295762	21UR-5681	255.0	+	15295741	15295762	0	1	21	15295740	pis_not_detected_CAGE.bed
IV	11273769	11273790	21UR-12489	255.0	-	11273769	11273790	0	1	21	11273768	pis_not_detected_CAGE.bed
IV	5770495	5770516	21UR-3131	255.0	-	5770495	5770516	0	1	21	5770490	pis_not_detected_CAGE.bed
IV	14248802	14248823	21UR-3506	255.0	-	14248802	14248823	0	1	21	14248801	pis_not_detected_CAGE.bed
IV	15589359	15589380	21UR-14831	255.0	+	15589359	15589380	0	1	21	15589358	pis_not_detected_CAGE.bed
IV	6063964	6063985	21UR-2320	255.0	-	6063964	6063985	0	1	21	6063958	pis_not_detected_CAGE.bed
IV	14156785	14156806	21UR-1426	255.0	-	14156785	14156806	0	1	21	14156784	pis_not_detected_CAGE.bed
IV	17184799	17184820	21UR-15700	255.0	+	17184799	17184820	0	1	21	17184798	pis_not_detected_CAGE.bed
IV	14926071	14926092	21UR-11784	255.0	-	14926071	14926092	0	1	21	14926070	pis_not_detected_CAGE.bed
IV	15582978	15582999	21UR-3773	255.0	+	15582978	15582999	0	1	21	15582977	pis_not_detected_CAGE.bed
IV	14242842	14242863	21UR-14612	255.0	-	14242842	14242863	0	1	21	14242841	pis_not_detected_CAGE.bed
IV	5566267	5566288	21UR-8478	255.0	-	5566267	5566288	0	1	21	5566262	pis_not_detected_CAGE.bed
IV	14006791	14006812	21UR-6824	255.0	+	14006791	14006812	0	1	21	14006790	pis_not_detected_CAGE.bed
IV	16537901	16537922	21UR-1909	255.0	-	16537901	16537922	0	1	21	16537900	pis_not_detected_CAGE.bed
IV	6446889	6446910	21UR-6450	255.0	+	6446889	6446910	0	1	21	6446883	pis_not_detected_CAGE.bed
IV	15922802	15922823	21UR-1298	255.0	-	15922802	15922823	0	1	21	15922801	pis_not_detected_CAGE.bed
IV	10014561	10014582	21UR-13164	255.0	-	10014561	10014582	0	1	21	10014560	pis_not_detected_CAGE.bed
IV	15900985	15901006	21UR-6528	255.0	+	15900985	15901006	0	1	21	15900984	pis_not_detected_CAGE.bed
IV	14391419	14391440	21UR-15466	255.0	+	14391419	14391440	0	1	21	14391418	pis_not_detected_CAGE.bed
IV	15765352	15765373	21UR-12900	255.0	+	15765352	15765373	0	1	21	15765351	pis_not_detected_CAGE.bed
MtDNA	8099	8120	21UR-10874	255.0	+	8099	8120	0	1	21	8091	pis_not_detected_CAGE.bed
IV	16377845	16377866	21UR-8374	255.0	-	16377845	16377866	0	1	21	16377844	pis_not_detected_CAGE.bed
IV	16802723	16802744	21UR-176	255.0	+	16802723	16802744	0	1	21	16802722	pis_not_detected_CAGE.bed
IV	16177621	16177642	21UR-704	255.0	+	16177621	16177642	0	1	21	16177620	pis_not_detected_CAGE.bed
IV	13691816	13691837	21UR-1858	255.0	+	13691816	13691837	0	1	21	13691815	pis_not_detected_CAGE.bed
X	863184	863205	21UR-13062	255.0	-	863184	863205	0	1	21	863176	pis_not_detected_CAGE.bed
IV	15562318	15562339	21UR-8825	255.0	-	15562318	15562339	0	1	21	15562317	pis_not_detected_CAGE.bed
IV	5201579	5201600	21UR-13589	255.0	-	5201579	5201600	0	1	21	5201574	pis_not_detected_CAGE.bed
IV	16911669	16911690	21UR-10754	255.0	+	16911669	16911690	0	1	21	16911668	pis_not_detected_CAGE.bed
IV	5784987	5785008	21UR-3108	255.0	+	5784987	5785008	0	1	21	5784982	pis_not_detected_CAGE.bed
IV	16035155	16035176	21UR-10434	255.0	+	16035155	16035176	0	1	21	16035154	pis_not_detected_CAGE.bed
IV	15091605	15091626	21UR-12209	255.0	+	15091605	15091626	0	1	21	15091604	pis_not_detected_CAGE.bed
IV	15132119	15132140	21UR-4935	255.0	-	15132119	15132140	0	1	21	15132118	pis_not_detected_CAGE.bed
IV	6542066	6542087	21UR-12904	255.0	-	6542066	6542087	0	1	21	6542060	pis_not_detected_CAGE.bed
IV	14626519	14626540	21UR-11703	255.0	-	14626519	14626540	0	1	21	14626518	pis_not_detected_CAGE.bed
IV	15659477	15659498	21UR-561	255.0	-	15659477	15659498	0	1	21	15659476	pis_not_detected_CAGE.bed
IV	16017292	16017313	21UR-5662	255.0	+	16017292	16017313	0	1	21	16017291	pis_not_detected_CAGE.bed
IV	13730709	13730730	21UR-8211	255.0	-	13730709	13730730	0	1	21	13730708	pis_not_detected_CAGE.bed
IV	15986594	15986615	21UR-8497	255.0	+	15986594	15986615	0	1	21	15986593	pis_not_detected_CAGE.bed
IV	15425943	15425964	21UR-8291	255.0	+	15425943	15425964	0	1	21	15425942	pis_not_detected_CAGE.bed
IV	15869749	15869770	21UR-15600	255.0	+	15869749	15869770	0	1	21	15869748	pis_not_detected_CAGE.bed
IV	5973119	5973140	21UR-10742	255.0	-	5973119	5973140	0	1	21	5973114	pis_not_detected_CAGE.bed
IV	14979392	14979413	21UR-8054	255.0	+	14979392	14979413	0	1	21	14979391	pis_not_detected_CAGE.bed
IV	16887155	16887176	21UR-11995	255.0	-	16887155	16887176	0	1	21	16887154	pis_not_detected_CAGE.bed
X	8814484	8814505	21UR-15065	255.0	+	8814484	8814505	0	1	21	8814476	pis_not_detected_CAGE.bed
IV	16218200	16218221	21UR-12403	255.0	-	16218200	16218221	0	1	21	16218199	pis_not_detected_CAGE.bed
IV	16608547	16608568	21UR-4711	255.0	+	16608547	16608568	0	1	21	16608546	pis_not_detected_CAGE.bed
IV	14909814	14909835	21UR-1633	255.0	-	14909814	14909835	0	1	21	14909813	pis_not_detected_CAGE.bed
IV	16010302	16010323	21UR-12564	255.0	-	16010302	16010323	0	1	21	16010301	pis_not_detected_CAGE.bed
IV	14890034	14890055	21UR-6759	255.0	-	14890034	14890055	0	1	21	14890033	pis_not_detected_CAGE.bed
IV	16605035	16605056	21UR-2104	255.0	+	16605035	16605056	0	1	21	16605034	pis_not_detected_CAGE.bed
IV	16595043	16595064	21UR-5752	255.0	+	16595043	16595064	0	1	21	16595042	pis_not_detected_CAGE.bed
IV	14726336	14726357	21UR-11593	255.0	+	14726336	14726357	0	1	21	14726335	pis_not_detected_CAGE.bed
I	13460413	13460434	21UR-15556	255.0	-	13460413	13460434	0	1	21	13460412	pis_not_detected_CAGE.bed
IV	14631859	14631880	21UR-10832	255.0	+	14631859	14631880	0	1	21	14631858	pis_not_detected_CAGE.bed
IV	14493006	14493027	21UR-5142	255.0	-	14493006	14493027	0	1	21	14493005	pis_not_detected_CAGE.bed
IV	5579330	5579351	21UR-3426	255.0	+	5579330	5579351	0	1	21	5579325	pis_not_detected_CAGE.bed
IV	14610680	14610701	21UR-5888	255.0	+	14610680	14610701	0	1	21	14610679	pis_not_detected_CAGE.bed
IV	14199623	14199644	21UR-11222	255.0	+	14199623	14199644	0	1	21	14199622	pis_not_detected_CAGE.bed
IV	13750652	13750673	21UR-10408	255.0	-	13750652	13750673	0	1	21	13750651	pis_not_detected_CAGE.bed
IV	15555311	15555332	21UR-5353	255.0	-	15555311	15555332	0	1	21	15555310	pis_not_detected_CAGE.bed
IV	15300293	15300314	21UR-12411	255.0	+	15300293	15300314	0	1	21	15300292	pis_not_detected_CAGE.bed
IV	6457773	6457794	21UR-12153	255.0	-	6457773	6457794	0	1	21	6457767	pis_not_detected_CAGE.bed
IV	15238138	15238159	21UR-6951	255.0	-	15238138	15238159	0	1	21	15238137	pis_not_detected_CAGE.bed
IV	15966592	15966613	21UR-13769	255.0	+	15966592	15966613	0	1	21	15966591	pis_not_detected_CAGE.bed
IV	16120468	16120489	21UR-9739	255.0	+	16120468	16120489	0	1	21	16120467	pis_not_detected_CAGE.bed
IV	15617250	15617271	21UR-2323	255.0	-	15617250	15617271	0	1	21	15617249	pis_not_detected_CAGE.bed
IV	13632993	13633014	21UR-7616	255.0	+	13632993	13633014	0	1	21	13632992	pis_not_detected_CAGE.bed
IV	15618105	15618126	21UR-703	255.0	+	15618105	15618126	0	1	21	15618104	pis_not_detected_CAGE.bed
III	5005251	5005272	21UR-15580	255.0	+	5005251	5005272	0	1	21	5005246	pis_not_detected_CAGE.bed
IV	16218380	16218401	21UR-10698	255.0	+	16218380	16218401	0	1	21	16218379	pis_not_detected_CAGE.bed
IV	5581763	5581784	21UR-13163	255.0	+	5581763	5581784	0	1	21	5581758	pis_not_detected_CAGE.bed
IV	5020309	5020330	21UR-7226	255.0	+	5020309	5020330	0	1	21	5020304	pis_not_detected_CAGE.bed
IV	15665080	15665101	21UR-6205	255.0	-	15665080	15665101	0	1	21	15665079	pis_not_detected_CAGE.bed
II	8915659	8915680	21UR-14377	255.0	-	8915659	8915680	0	1	21	8915651	pis_not_detected_CAGE.bed
IV	17245172	17245193	21UR-9371	255.0	+	17245172	17245193	0	1	21	17245171	pis_not_detected_CAGE.bed
IV	16044327	16044348	21UR-12163	255.0	+	16044327	16044348	0	1	21	16044326	pis_not_detected_CAGE.bed
IV	15173753	15173774	21UR-4635	255.0	-	15173753	15173774	0	1	21	15173752	pis_not_detected_CAGE.bed
IV	16444808	16444829	21UR-5903	255.0	-	16444808	16444829	0	1	21	16444807	pis_not_detected_CAGE.bed
IV	11806868	11806889	21UR-12922	255.0	-	11806868	11806889	0	1	21	11806867	pis_not_detected_CAGE.bed
IV	15001692	15001713	21UR-7774	255.0	+	15001692	15001713	0	1	21	15001691	pis_not_detected_CAGE.bed
IV	14869444	14869465	21UR-573	255.0	-	14869444	14869465	0	1	21	14869443	pis_not_detected_CAGE.bed
IV	7250885	7250906	21UR-14624	255.0	+	7250885	7250906	0	1	21	7250878	pis_not_detected_CAGE.bed
IV	15253009	15253030	21UR-1531	255.0	+	15253009	15253030	0	1	21	15253008	pis_not_detected_CAGE.bed
IV	4981777	4981798	21UR-10818	255.0	+	4981777	4981798	0	1	21	4981773	pis_not_detected_CAGE.bed
IV	14301130	14301151	21UR-9088	255.0	-	14301130	14301151	0	1	21	14301129	pis_not_detected_CAGE.bed
X	5736159	5736180	21UR-14574	255.0	-	5736159	5736180	0	1	21	5736154	pis_not_detected_CAGE.bed
IV	15071836	15071857	21UR-1791	255.0	+	15071836	15071857	0	1	21	15071835	pis_not_detected_CAGE.bed
X	8254577	8254598	21UR-13210	255.0	-	8254577	8254598	0	1	21	8254569	pis_not_detected_CAGE.bed
IV	16132642	16132663	21UR-8799	255.0	+	16132642	16132663	0	1	21	16132641	pis_not_detected_CAGE.bed
IV	13996300	13996321	21UR-10218	255.0	+	13996300	13996321	0	1	21	13996299	pis_not_detected_CAGE.bed
IV	14899636	14899657	21UR-3104	255.0	-	14899636	14899657	0	1	21	14899635	pis_not_detected_CAGE.bed
IV	15547607	15547628	21UR-4949	255.0	-	15547607	15547628	0	1	21	15547606	pis_not_detected_CAGE.bed
IV	5149012	5149033	21UR-11239	255.0	-	5149012	5149033	0	1	21	5149007	pis_not_detected_CAGE.bed
IV	15124188	15124209	21UR-2286	255.0	+	15124188	15124209	0	1	21	15124187	pis_not_detected_CAGE.bed
IV	14369417	14369438	21UR-3770	255.0	+	14369417	14369438	0	1	21	14369416	pis_not_detected_CAGE.bed
IV	14653388	14653409	21UR-11426	255.0	-	14653388	14653409	0	1	21	14653387	pis_not_detected_CAGE.bed
IV	16806008	16806029	21UR-480	255.0	-	16806008	16806029	0	1	21	16806007	pis_not_detected_CAGE.bed
IV	16356926	16356947	21UR-3474	255.0	+	16356926	16356947	0	1	21	16356925	pis_not_detected_CAGE.bed
IV	14867808	14867829	21UR-10216	255.0	+	14867808	14867829	0	1	21	14867807	pis_not_detected_CAGE.bed
IV	15231444	15231465	21UR-13037	255.0	+	15231444	15231465	0	1	21	15231443	pis_not_detected_CAGE.bed
IV	15614397	15614418	21UR-8001	255.0	-	15614397	15614418	0	1	21	15614396	pis_not_detected_CAGE.bed
IV	16254981	16255002	21UR-5435	255.0	-	16254981	16255002	0	1	21	16254980	pis_not_detected_CAGE.bed
IV	15055508	15055529	21UR-2120	255.0	+	15055508	15055529	0	1	21	15055507	pis_not_detected_CAGE.bed
IV	16732810	16732831	21UR-4319	255.0	+	16732810	16732831	0	1	21	16732809	pis_not_detected_CAGE.bed
IV	15822280	15822301	21UR-3015	255.0	-	15822280	15822301	0	1	21	15822279	pis_not_detected_CAGE.bed
IV	15531921	15531942	21UR-15475	255.0	-	15531921	15531942	0	1	21	15531920	pis_not_detected_CAGE.bed
IV	16563176	16563197	21UR-11051	255.0	-	16563176	16563197	0	1	21	16563175	pis_not_detected_CAGE.bed
IV	15809636	15809657	21UR-8004	255.0	+	15809636	15809657	0	1	21	15809635	pis_not_detected_CAGE.bed
IV	5139564	5139585	21UR-12793	255.0	-	5139564	5139585	0	1	21	5139559	pis_not_detected_CAGE.bed
IV	5594410	5594431	21UR-11244	255.0	-	5594410	5594431	0	1	21	5594405	pis_not_detected_CAGE.bed
IV	5917515	5917536	21UR-10146	255.0	+	5917515	5917536	0	1	21	5917510	pis_not_detected_CAGE.bed
IV	16791816	16791837	21UR-8208	255.0	-	16791816	16791837	0	1	21	16791815	pis_not_detected_CAGE.bed
IV	15873684	15873705	21UR-9223	255.0	-	15873684	15873705	0	1	21	15873683	pis_not_detected_CAGE.bed
IV	14354731	14354752	21UR-9222	255.0	+	14354731	14354752	0	1	21	14354730	pis_not_detected_CAGE.bed
IV	15336594	15336615	21UR-6603	255.0	-	15336594	15336615	0	1	21	15336593	pis_not_detected_CAGE.bed
IV	14832020	14832041	21UR-7115	255.0	-	14832020	14832041	0	1	21	14832019	pis_not_detected_CAGE.bed
IV	14459430	14459451	21UR-9482	255.0	-	14459430	14459451	0	1	21	14459429	pis_not_detected_CAGE.bed
IV	16783872	16783893	21UR-2261	255.0	+	16783872	16783893	0	1	21	16783871	pis_not_detected_CAGE.bed
IV	17225399	17225420	21UR-7574	255.0	+	17225399	17225420	0	1	21	17225398	pis_not_detected_CAGE.bed
IV	7720493	7720514	21UR-10237	255.0	-	7720493	7720514	0	1	21	7720486	pis_not_detected_CAGE.bed
IV	5518162	5518183	21UR-9621	255.0	+	5518162	5518183	0	1	21	5518157	pis_not_detected_CAGE.bed
IV	13605963	13605984	21UR-1830	255.0	+	13605963	13605984	0	1	21	13605962	pis_not_detected_CAGE.bed
IV	6773303	6773324	21UR-7658	255.0	+	6773303	6773324	0	1	21	6773297	pis_not_detected_CAGE.bed
IV	5824386	5824407	21UR-1180	255.0	-	5824386	5824407	0	1	21	5824381	pis_not_detected_CAGE.bed
IV	15387751	15387772	21UR-14654	255.0	-	15387751	15387772	0	1	21	15387750	pis_not_detected_CAGE.bed
IV	13603251	13603272	21UR-12722	255.0	-	13603251	13603272	0	1	21	13603250	pis_not_detected_CAGE.bed
IV	15868809	15868830	21UR-7567	255.0	-	15868809	15868830	0	1	21	15868808	pis_not_detected_CAGE.bed
IV	12470933	12470954	21UR-12525	255.0	+	12470933	12470954	0	1	21	12470932	pis_not_detected_CAGE.bed
IV	14372256	14372277	21UR-15269	255.0	-	14372256	14372277	0	1	21	14372255	pis_not_detected_CAGE.bed
IV	14601013	14601034	21UR-5962	255.0	+	14601013	14601034	0	1	21	14601012	pis_not_detected_CAGE.bed
IV	16781058	16781079	21UR-1971	255.0	-	16781058	16781079	0	1	21	16781057	pis_not_detected_CAGE.bed
IV	5291728	5291749	21UR-14515	255.0	+	5291728	5291749	0	1	21	5291723	pis_not_detected_CAGE.bed
IV	13706048	13706069	21UR-645	255.0	-	13706048	13706069	0	1	21	13706047	pis_not_detected_CAGE.bed
IV	16203408	16203429	21UR-8815	255.0	-	16203408	16203429	0	1	21	16203407	pis_not_detected_CAGE.bed
IV	15350524	15350545	21UR-14032	255.0	+	15350524	15350545	0	1	21	15350523	pis_not_detected_CAGE.bed
IV	16274990	16275011	21UR-14131	255.0	-	16274990	16275011	0	1	21	16274989	pis_not_detected_CAGE.bed
IV	16179876	16179897	21UR-3132	255.0	-	16179876	16179897	0	1	21	16179875	pis_not_detected_CAGE.bed
IV	14286768	14286789	21UR-3595	255.0	-	14286768	14286789	0	1	21	14286767	pis_not_detected_CAGE.bed
IV	15811321	15811342	21UR-5005	255.0	+	15811321	15811342	0	1	21	15811320	pis_not_detected_CAGE.bed
IV	14225676	14225697	21UR-3968	255.0	-	14225676	14225697	0	1	21	14225675	pis_not_detected_CAGE.bed
IV	5011860	5011881	21UR-8603	255.0	+	5011860	5011881	0	1	21	5011855	pis_not_detected_CAGE.bed
X	13873113	13873134	21UR-14348	255.0	+	13873113	13873134	0	1	21	13873112	pis_not_detected_CAGE.bed
IV	14716802	14716823	21UR-4595	255.0	-	14716802	14716823	0	1	21	14716801	pis_not_detected_CAGE.bed
IV	5708523	5708544	21UR-1539	255.0	+	5708523	5708544	0	1	21	5708518	pis_not_detected_CAGE.bed
IV	5981680	5981701	21UR-830	255.0	-	5981680	5981701	0	1	21	5981675	pis_not_detected_CAGE.bed
IV	16709731	16709752	21UR-646	255.0	-	16709731	16709752	0	1	21	16709730	pis_not_detected_CAGE.bed
IV	16085693	16085714	21UR-9072	255.0	-	16085693	16085714	0	1	21	16085692	pis_not_detected_CAGE.bed
