#Condition A: pooled_N2_run2/IRFinder-IR-dir.txt
#Condition B: pooled_TFIIS_I_run2/IRFinder-IR-dir.txt
Chr	Start	End	Intron-GeneName/GeneID	-	Direction	ExcludedBases	p-diff	p-increased	p-decreased	A-IRratio	A-IRok	A-IntronCover	A-IntronDepth	A-SplicesMax	A-SplicesExact	B-IRratio	B-IRok	B-IntronCover	B-IntronDepth	B-SplicesMax	B-SplicesExact
I	9291978	9292560	F26H9.2/WBGene00009174/clean	0	-	10	0.00694459	0.993055	0.00694459	0.0314664	-	0.725524	9.42174	290	287	0.0045242	NonUniformIntronCover	0.545455	1.30435	287	287
II	7693449	7693754	nhx-2/WBGene00003730/clean	0	-	10	0.00699553	0.00699553	0.993004	0.00612557	-	0.338983	0.705882	55	55	0.181303	NonUniformIntronCover	0.515254	3.76471	17	17
I	6915781	6915873	C48B6.3/WBGene00016741/clean	0	+	10	0.00702107	0.00702107	0.992979	0.0052687	NonUniformIntronCover	0.560976	2.5	472	471	0.0279236	-	1	9.85294	338	338
III	13346551	13346607	F53A2.7/WBGene00009952/clean	0	+	10	0.00705432	0.992946	0.00705432	0.0841584	NonUniformIntronCover	1	17	185	185	0	-	0	0	64	64
V	8731731	8731787	ZC196.5/WBGene00022549/clean	0	+	10	0.00706068	0.00706068	0.992939	0	-	0	0	25	25	0.230769	-	1	9	30	30
X	11949057	11949233	lsd-1/WBGene00011615/clean	0	+	10	0.00706704	0.992933	0.00706704	0.325301	NonUniformIntronCover	0.506024	6.75	14	14	0.0241672	-	0.445783	0.367647	18	18
X	3345131	3345284	F11D5.1/WBGene00017380/clean	0	+	10	0.0070693	0.992931	0.0070693	0.0699507	NonUniformIntronCover	0.608392	3.61017	48	48	0.00419403	-	0.370629	0.372881	88	88
IV	7828985	7829098	C06A6.4/WBGene00015509/clean	0	-	10	0.0070825	0.0070825	0.992918	0.204522	-	1	9.25581	36	36	0.511628	NonUniformIntronCover	0.84466	22	21	21
V	16794048	16794294	pus-1/WBGene00004248/clean	0	-	10	0.00710433	0.992896	0.00710433	0.364238	LowCover	0.423729	3.4375	6	6	0	-	0	0	22	22
III	11094085	11094441	hmt-1/WBGene00001815/clean	0	-	10	0.00711197	0.00711197	0.992888	0.0135759	-	0.289017	0	21	21	0.4	LowCover	0.786127	2	3	3
V	11228477	11228570	pqn-70/WBGene00004152/clean	0	-	10	0.00711827	0.992882	0.00711827	0.0662735	NonUniformIntronCover	1	13.4857	190	190	0	-	0	0	86	86
III	6314483	6314704	gar-2/WBGene00001518/clean	0	+	10	0.00713276	0.992867	0.00713276	0.118845	NonUniformIntronCover	0.909953	3.77647	28	28	0.00775059	-	0.421801	0.305882	54	54
V	12878800	12879295	bus-19/WBGene00011590/clean	0	+	10	0.00716914	0.00716914	0.992831	0.0182849	-	0.558763	0.646154	30	30	0.273563	NonUniformIntronCover	0.630928	11.2974	30	30
X	4734383	4734521	aman-1/WBGene00018877/clean	0	+	10	0.00717905	0.00717905	0.992821	0	-	0	0	286	286	0.0222375	NonUniformIntronCover	0.703125	4.98077	219	219
IV	2995347	2995403	Y54G2A.26/WBGene00021890/clean	0	-	10	0.00718013	0.99282	0.00718013	0.108491	-	1	92	756	756	0.0683508	NonUniformIntronCover	1	38.15	520	520
III	9824584	9824637	lin-52/WBGene00003035/clean	0	-	10	0.00721184	0.992788	0.00721184	0.0689655	-	1	6	81	81	0	-	0	0	89	89
I	2925364	2925419	Y71F9AL.1/WBGene00022107/clean	0	+	10	0.00724415	0.992756	0.00724415	0.385294	-	1	13.7895	22	22	0	-	0	0	14	14
III	10723273	10723802	tat-3/WBGene00012360/clean	0	-	10	0.00725	0.00725	0.99275	0.0299065	-	0.554913	0.636364	18	18	1	LowCover	0.368015	1.20574	0	0
IV	1973975	1974062	Y76B12C.3/WBGene00022297/clean	0	+	10	0.00726443	0.992736	0.00726443	0.116883	NonUniformIntronCover	1	9	68	68	0	-	0	0	49	49
V	14568865	14568923	gar-3/WBGene00001519/clean	0	-	10	0.00726443	0.00726443	0.992736	0.000424989	-	0.0416667	0	98	98	0.0590526	NonUniformIntronCover	0.4375	9.1	145	145
V	2653262	2653452	W02G9.10/WBGene00219305/clean	0	+	10	0.00729472	0.992705	0.00729472	0.0565371	NonUniformIntronCover	0.822222	16	267	267	0.000642861	-	0.0611111	0	95	95
V	20782146	20782663	hif-1/WBGene00001851/clean	0	+	117	0.00730227	0.992698	0.00730227	0.341238	NonUniformIntronCover	0.595	12.95	25	25	0	-	0	0	16	16
II	2423328	2423380	F42G2.2/WBGene00018351/clean	0	+	10	0.00741066	0.00741066	0.992589	0	-	0	0	44	44	0.134615	-	1	7	45	45
X	7957634	7957719	sfxn-2/WBGene00015777/clean	0	-	10	0.00741577	0.00741577	0.992584	0.00265957	-	0.12	0	45	45	0.148148	NonUniformIntronCover	1	4	23	23
IV	6746716	6746768	lin-45/WBGene00003030/clean	0	-	10	0.00742059	0.00742059	0.992579	0	-	0	0	337	335	0.0214286	-	1	3	137	137
X	15105973	15106321	mlt-9/WBGene00008605/clean	0	-	40	0.00758665	0.00758665	0.992413	0.0111226	-	0.314935	0.0403226	28	28	0.18936	NonUniformIntronCover	0.86039	20.3226	87	87
IV	8593263	8593335	catp-7/WBGene00022010/clean	0	+	10	0.00762593	0.992374	0.00762593	0.8	LowCover	0.903226	4	1	1	0.0769231	-	0.903226	1	12	12
IV	8513477	8513532	C09G4.4/WBGene00044001/clean	0	+	10	0.00765465	0.992345	0.00765465	0.0272989	-	1	19	677	677	0	-	0	0	192	192
II	338114	338190	cpn-2/WBGene00000778/clean	0	+	10	0.0076917	0.0076917	0.992308	0.0909091	-	1	1	10	10	0.714286	NonUniformIntronCover	1	15	6	6
X	8018174	8019153	C34D10.2/WBGene00016407/clean	0	+	10	0.00772381	0.00772381	0.992276	0.00723268	-	0.611971	0.866324	64	64	0.0882134	MinorIsoform	0.874097	30.4756	184	184
V	1482439	1482588	C38C3.4/WBGene00016513/known-exon	0	+	10	0.00776977	0.00776977	0.99223	0.0601358	-	0.517986	1.08772	17	17	0.436175	NonUniformIntronCover	1	16.2456	21	21
II	9368025	9368567	mel-11/WBGene00003196/clean	0	+	10	0.00781203	0.00781203	0.992188	0.00717772	-	0.18797	0	26	26	0.270558	NonUniformIntronCover	0.357143	2.96729	8	8
I	3148973	3149800	K09H9.2/WBGene00019595/clean	0	+	10	0.0078125	0.992187	0.0078125	0.235793	NonUniformIntronCover	0.70257	5.86239	19	19	0.0113268	-	0.286414	0	25	25
IV	12990903	12991166	K10D11.5/WBGene00010749/clean	0	-	10	0.0078125	0.992187	0.0078125	0.132286	NonUniformIntronCover	0.719368	5.64078	37	37	0	-	0	0	43	43
V	5996590	5996641	cpg-4/WBGene00015677/clean	0	+	10	0.00781623	0.992184	0.00781623	0.0675105	-	1	48	663	663	0	-	0	0	74	74
II	8637159	8637238	vab-9/WBGene00006875/clean	0	-	10	0.00784268	0.992157	0.00784268	0.0634921	-	1	8	118	118	0.0178571	-	1	6	330	330
III	7950673	7950746	let-754/WBGene00002879/clean	0	-	10	0.00785354	0.992146	0.00785354	0.0404738	NonUniformIntronCover	1	10.6296	252	252	0.00512821	-	0.936508	1	194	194
IV	9217898	9218117	C46C2.2/WBGene00008110/clean	0	+	10	0.00786477	0.992135	0.00786477	0.0280665	NonUniformIntronCover	1	11.1176	385	385	0	-	0	0	197	197
I	7502050	7502121	pbrm-1/WBGene00007042/clean	0	+	10	0.00791677	0.00791677	0.992083	0.0555556	-	0.983607	1	17	17	0.545455	LowCover	0.540984	3.6	3	3
X	7573334	7573424	unc-98/WBGene00006827/clean	0	-	10	0.00797359	0.00797359	0.992026	0.00909619	-	0.5875	0.71875	64	64	0.118016	NonUniformIntronCover	0.5875	14.7188	110	110
III	13352404	13352615	mtm-6/WBGene00003478/clean	0	+	10	0.00797582	0.992024	0.00797582	0.0297678	NonUniformIntronCover	0.761194	14.4815	472	364	0.00177107	-	0.482587	0.91358	272	206
I	6928903	6929037	ztf-4/WBGene00020399/clean	0	+	10	0.008	0.008	0.992	0	-	0	0	28	28	0.293785	LowCover	0.508065	2.08	5	5
X	1738120	1738980	F07G6.10/WBGene00045271/clean	0	+	205	0.008	0.008	0.992	0	-	0	0	48	48	0.160281	-	0.474809	1.90875	10	10
X	5468412	5469053	dpyd-1/WBGene00016103/clean	0	+	10	0.008	0.008	0.992	0.000644673	NonUniformIntronCover	0.201268	0	312	312	0.0245536	-	0.477021	1.91304	76	76
III	5003738	5003790	R144.6/WBGene00020096/clean	0	-	10	0.0080069	0.0080069	0.991993	0.00849858	-	1	3	350	350	0.0487805	-	1	4	78	78
X	14104685	14104944	F16B12.6/WBGene00008882/clean	0	+	10	0.00801866	0.00801866	0.991981	0.022176	-	0.385542	0.653465	17	17	1	LowCover	0.389558	1.13861	0	0
IV	7551887	7552001	dif-1/WBGene00000996/clean	0	-	10	0.00802331	0.991977	0.00802331	0.25	NonUniformIntronCover	0.807692	4	12	12	0	-	0	0	26	26
X	2572174	2572347	F52H2.7/WBGene00018719/clean	0	-	10	0.00808951	0.00808951	0.99191	0	-	0	0	47	47	0.126694	NonUniformIntronCover	0.595092	3.62687	25	25
IV	9885678	9885729	mccc-1/WBGene00009319/clean	0	+	10	0.00809834	0.991902	0.00809834	0.427174	-	1	23.1176	31	31	0	-	0	0	12	12
I	4481348	4481433	gcy-28/WBGene00020131/clean	0	+	10	0.00813084	0.991869	0.00813084	0.137931	-	0.72	8	50	50	0.00324149	NonUniformIntronCover	0.133333	0	41	41
III	6973197	6973250	rfc-4/WBGene00004340/clean	0	+	10	0.00813663	0.00813663	0.991863	0	-	0	0	55	55	0.117647	NonUniformIntronCover	1	4	30	30
I	7570336	7570495	mans-1/WBGene00008411/clean	0	-	10	0.00814122	0.00814122	0.991859	0.0138993	NonUniformIntronCover	1	55.9016	3966	3954	0.0233489	-	1	38.4426	1608	1608
X	10954549	10954934	pbo-4/WBGene00003943/clean	0	+	10	0.00814692	0.00814692	0.991853	0	-	0	0	130	130	0.0439256	-	0.568	8.08609	158	158
I	7247152	7247275	adsl-1/WBGene00011064/clean	0	-	10	0.00815873	0.991841	0.00815873	0.307692	NonUniformIntronCover	0.725664	16	36	36	0	-	0	0	17	17
I	8018617	8018920	rskn-2/WBGene00008311/clean	0	+	10	0.00816769	0.00816769	0.991832	0.0820937	-	0.488055	1.2521	14	14	0.775472	LowCover	0.494881	3.45378	1	1
I	32072	32411	sesn-1/WBGene00022279/clean	0	-	10	0.00817385	0.00817385	0.991826	0	-	0	0	70	70	0.0897605	NonUniformIntronCover	0.486322	5.12782	52	52
IV	9094029	9094125	lpl-1/WBGene00003066/clean	0	-	10	0.00819175	0.991808	0.00819175	0.0168224	NonUniformIntronCover	1	9	526	526	3.52348e-05	-	0.0116279	0	330	330
II	9298277	9298380	cam-1/WBGene00000289/clean	0	-	10	0.00819511	0.00819511	0.991805	0	-	0	0	99	99	0.0685358	-	0.645161	1.69231	23	23
X	7635540	7637028	F26A10.2/WBGene00017814/clean	0	-	10	0.00821966	0.00821966	0.99178	0.0154689	-	0.424222	0.41723	27	26	0.194475	NonUniformIntronCover	0.753721	12.7956	53	41
X	8230972	8231531	K02A6.3/WBGene00019294/clean	0	-	10	0.0082394	0.0082394	0.991761	0.00822368	-	0.555556	0.638009	67	67	0.119282	-	0.743169	9.88688	73	73
III	6433491	6433543	vps-16/WBGene00006516/clean	0	+	10	0.00824124	0.991759	0.00824124	0.078125	NonUniformIntronCover	1	10	118	118	0	-	0	0	70	70
X	13245822	13245874	hpl-1/WBGene00001995/clean	0	+	10	0.00825473	0.00825473	0.991745	0	NonUniformIntronCover	0	0	69	69	0.0833333	-	1	7	77	77
V	3195912	3196182	Y73C8B.1/WBGene00022258/clean	0	-	10	0.00826446	0.991736	0.00826446	1	LowCover	0.707692	1	0	0	0	-	0	0	10	10
IV	1939491	1940240	denn-4/WBGene00018681/clean	0	+	10	0.00826901	0.991731	0.00826901	0.28777	-	0.669824	7.67677	19	19	0.00994218	NonUniformIntronCover	0.190798	0	19	19
II	5583431	5583750	C17G10.3/WBGene00015917/clean	0	+	10	0.00828126	0.00828126	0.991719	0.142661	-	0.401294	1.664	10	10	1	LowCover	0.595469	6.048	0	0
IV	8864437	8865012	C09G9.1/WBGene00007492/clean	0	-	10	0.00843257	0.00843257	0.991567	0.00674488	-	0.332743	0.334802	49	49	0.11317	NonUniformIntronCover	0.60708	7.91189	62	62
II	5618975	5619046	dhs-6/WBGene00000970/clean	0	-	10	0.00843455	0.991565	0.00843455	0.0795455	-	1	21	243	243	0	-	0	0	64	64
IV	684675	684837	cutl-28/WBGene00018256/clean	0	+	10	0.00849986	0.00849986	0.9915	0	-	0	0	39	39	0.173333	LowCover	0.348684	1.67742	8	8
X	15516790	15516851	eat-20/WBGene00001148/clean	0	+	10	0.0085025	0.0085025	0.991497	0.0555556	-	1	1	17	17	0.402597	-	1	31	46	46
X	11016852	11017435	egl-15/WBGene00001184/clean	0	+	10	0.00853333	0.00853333	0.991467	0.109827	-	0.378709	1.48052	12	12	1	LowCover	0.399651	1.69697	0	0
I	9355605	9355731	M04C9.4/WBGene00010859/clean	0	-	10	0.00855553	0.991444	0.00855553	0.234755	NonUniformIntronCover	0.663793	12.2708	40	40	0	-	0	0	23	23
III	5919663	5919819	tdo-2/WBGene00016201/clean	0	-	10	0.00855691	0.00855691	0.991443	0.319227	-	1	17.35	37	37	0.713701	NonUniformIntronCover	1	17.45	7	7
III	11957560	11958549	top-3/WBGene00006596/clean	0	-	10	0.00856966	0.99143	0.00856966	0.0467012	NonUniformIntronCover	0.940756	22.6819	462	462	0.00655609	-	0.553626	1.0229	155	155
IV	6558620	6558860	try-3/WBGene00006621/clean	0	+	10	0.00857987	0.99142	0.00857987	0.402597	LowCover	0.434783	2.69565	4	4	0	-	0	0	16	16
IV	10871632	10871722	F13E9.1/WBGene00008750/clean	0	+	10	0.00859942	0.991401	0.00859942	0.116279	NonUniformIntronCover	1	5	38	38	0	-	0	0	52	52
IV	1584823	1585674	npp-8/WBGene00003794/clean	0	-	10	0.00860957	0.99139	0.00860957	0.244134	NonUniformIntronCover	0.516052	4.19881	13	13	0	-	0	0	27	27
IV	9459898	9459967	copb-2/WBGene00009542/clean	0	+	10	0.00860957	0.00860957	0.99139	0.000627353	-	0.118644	0	189	189	0.0323124	NonUniformIntronCover	0.59322	3.84	115	115
III	4175993	4176044	hrde-1/WBGene00007624/clean	0	-	10	0.00862312	0.00862312	0.991377	0.107706	-	1	51.0588	423	423	0.186335	-	1	30	131	131
IV	16947380	16947470	arf-6/WBGene00000184/clean	0	+	10	0.00862668	0.991373	0.00862668	0.20774	NonUniformIntronCover	1	22.8125	87	87	0.0894309	-	1	10.3125	105	105
V	20581274	20581371	F26F2.7/WBGene00009172/clean	0	+	10	0.00869803	0.991302	0.00869803	0.147785	NonUniformIntronCover	1	12.4857	72	72	0	-	0	0	37	37
II	8887692	8887845	ddx-19/WBGene00011580/clean	0	+	10	0.00870591	0.991294	0.00870591	0.329199	NonUniformIntronCover	0.755245	10.7966	22	22	0.00608167	-	0.0979021	0	16	16
I	3687513	3687671	D1037.1/WBGene00017025/clean	0	+	10	0.00873644	0.991264	0.00873644	0.517796	NonUniformIntronCover	0.662162	15.0333	14	14	0	-	0	0	10	10
IV	7577887	7577941	F32E10.5/WBGene00017992/clean	0	-	10	0.00874356	0.991256	0.00874356	0.0513699	-	1	15	277	277	0.00671141	-	0.75	1	148	148
II	14796151	14796204	eif-3.B/WBGene00001225/clean	0	+	10	0.00881839	0.991182	0.00881839	0.0376344	-	1	7	179	179	0	-	0	0	150	150
III	8530128	8530673	ZC21.10/WBGene00044443/clean	0	+	10	0.00886077	0.00886077	0.991139	0.00201211	-	0.179439	0	89	89	0.0575802	NonUniformIntronCover	0.714019	11.6698	191	191
II	1402693	1402747	Y51H7C.7/WBGene00021785/clean	0	+	10	0.00886763	0.991132	0.00886763	0.0909091	NonUniformIntronCover	0.613636	7	70	70	0	-	0	0	62	62
II	13059481	13059556	zyx-1/WBGene00006999/clean	0	+	10	0.00888065	0.00888065	0.991119	0	-	0	0	501	501	0.0107066	-	1	10	924	924
II	8903719	8903843	lat-1/WBGene00002251/clean	0	+	10	0.00888644	0.991114	0.00888644	0.0226064	NonUniformIntronCover	1	17	718	718	0.003003	-	0.701754	1	320	320
V	10771748	10772342	D1054.3/WBGene00008371/clean	0	+	126	0.00890142	0.991099	0.00890142	0.0157767	-	0.818376	11.8138	737	731	0.00102823	NonUniformIntronCover	0.337607	0.0957447	328	297
III	2418052	2418110	W04B5.5/WBGene00021022/clean	0	-	10	0.00891214	0.991088	0.00891214	0.769053	-	1	49.95	15	15	0.496151	-	1	70.9	72	72
II	7612707	7612861	R07G3.7/WBGene00019943/clean	0	-	10	0.0089459	0.0089459	0.991054	0	-	0	0	276	276	0.0209143	NonUniformIntronCover	0.604167	4.82759	226	226
II	2338406	2338668	F43C11.9/WBGene00018386/clean	0	-	10	0.00896327	0.00896327	0.991037	0	-	0	0	36	36	0.191956	NonUniformIntronCover	0.380952	3.08824	13	13
III	3397913	3398330	clpf-1/WBGene00010304/clean	0	+	10	0.00896327	0.991037	0.00896327	0.40942	LowCover	0.53317	3.46626	5	5	0.0154549	-	0.282555	0	18	18
IV	1347464	1347535	rfc-2/WBGene00004338/clean	0	+	10	0.00897815	0.00897815	0.991022	0.0623416	NonUniformIntronCover	0.983607	9.84	148	148	0.232737	-	1	3.64	12	12
II	8580971	8581023	F54C9.9/WBGene00010044/clean	0	+	10	0.00898094	0.00898094	0.991019	0.458333	-	1	11	13	13	1	LowSplicing	1	40	0	0
X	2601913	2602549	nhr-40/WBGene00003630/clean	0	+	10	0.00899162	0.00899162	0.991008	0.000743031	-	0.376997	0.194444	507	507	0.0110352	NonUniformIntronCover	0.490415	4.68651	420	420
II	5398162	5398215	EEED8.10/WBGene00017138/clean	0	-	10	0.00899579	0.991004	0.00899579	0.0339286	NonUniformIntronCover	1	19	541	541	0.00456621	-	1	1	218	218
V	13579496	13579646	C50B8.6/WBGene00008228/clean	0	+	10	0.00901168	0.990988	0.00901168	0.0855446	NonUniformIntronCover	0.507143	8.23214	88	69	0	-	0	0	66	51
V	7981908	7981974	F26D11.1/WBGene00017818/clean	0	+	10	0.00904136	0.990959	0.00904136	0.198413	-	0.910714	25	101	101	0.00426743	NonUniformIntronCover	0.107143	0	25	25
I	11341038	11341363	M04D5.3/WBGene00077770/clean	0	-	10	0.00905302	0.00905302	0.990947	0.0111915	-	0.260317	0	23	23	0.255859	NonUniformIntronCover	0.48254	6.18898	18	18
I	8510695	8510746	sec-12/WBGene00010496/clean	0	-	10	0.00913958	0.00913958	0.99086	0.00449177	-	1	1.58824	352	352	0.0300027	NonUniformIntronCover	1	6.58824	213	213
I	7940347	7940428	T22C1.4/WBGene00011915/clean	0	-	10	0.00915109	0.990849	0.00915109	0.135597	NonUniformIntronCover	1	46.2759	295	295	0.0192308	-	1	1	51	51
III	3644482	3644534	unc-93/WBGene00006822/clean	0	+	10	0.00917431	0.00917431	0.990826	0	-	0	0	14	14	0.444444	LowCover	0.785714	4	5	5
II	6717322	6717442	T14B4.5/WBGene00020501/clean	0	+	10	0.00921686	0.990783	0.00921686	0.0877531	NonUniformIntronCover	1	4.13636	43	43	0	-	0	0	73	73
II	464177	464451	nfyb-1/WBGene00021132/clean	0	-	10	0.00922701	0.990773	0.00922701	0.0926485	NonUniformIntronCover	0.609848	13.8868	136	136	0.00472959	-	0.261364	0	55	55
I	4953517	4953798	him-1/WBGene00001860/clean	0	-	10	0.00927637	0.00927637	0.990724	0.0103168	-	0.416974	0.348624	40	40	0.181272	NonUniformIntronCover	0.564576	3.3211	15	14
II	8070020	8070071	gpcp-2/WBGene00011511/clean	0	-	10	0.00930186	0.00930186	0.990698	0.00460829	NonUniformIntronCover	1	1	216	216	0.0405405	-	1	6	140	140
IV	6585253	6585304	F38A5.2/WBGene00018161/clean	0	-	10	0.0093562	0.990644	0.0093562	0.0526167	NonUniformIntronCover	0.707317	10.9412	197	197	0	-	0	0	99	99
X	2857120	2857171	tra-4/WBGene00018740/clean	0	-	10	0.00943263	0.990567	0.00943263	0.171053	NonUniformIntronCover	1	91	441	441	0.025	-	1	1	39	39
I	7227948	7228000	C01H6.8/WBGene00007257/clean	0	+	10	0.00944442	0.00944442	0.990556	0.0217391	-	1	2	90	90	0.104294	NonUniformIntronCover	1	17	146	146
V	5776457	5776510	F44E7.4/WBGene00018426/clean	0	-	10	0.0094602	0.0094602	0.99054	0.00220123	-	0.55814	0.631579	253	253	0.0327273	NonUniformIntronCover	0.488372	5.68421	168	168
II	8602051	8602130	cpf-1/WBGene00000773/clean	0	-	10	0.00946222	0.990538	0.00946222	0.0932203	-	1	11	107	107	0	-	0	0	56	56
II	11465230	11465292	rga-1/WBGene00012203/clean	0	+	12	0.00949277	0.990507	0.00949277	0.0291559	NonUniformIntronCover	1	38.2	1272	1168	0.0125523	-	1	9	708	707
III	2450031	2450389	nhr-121/WBGene00003711/clean	0	-	10	0.00951814	0.990482	0.00951814	0.295302	LowCover	0.362069	1.25714	3	3	0	-	0	0	37	37
I	7962765	7962957	rbg-2/WBGene00004318/clean	0	+	10	0.00959512	0.00959512	0.990405	0.00437637	-	0.395604	0.243243	90	90	0.0682571	NonUniformIntronCover	0.741758	2.78378	38	38
III	4803981	4804237	C38D4.9/WBGene00008008/clean	0	+	10	0.00960272	0.990397	0.00960272	0.0261557	-	0.585366	7.01	261	261	0	NonUniformIntronCover	0	0	211	211
IV	9350424	9350475	C10C5.1/WBGene00007505/clean	0	-	10	0.00962845	0.990372	0.00962845	0.146631	NonUniformIntronCover	0.658537	13.0588	76	76	0	-	0	0	35	35
X	8736567	8736671	M02D8.3/WBGene00019729/clean	0	-	10	0.00964888	0.990351	0.00964888	0.153333	NonUniformIntronCover	0.787234	23	127	127	0	-	0	0	32	32
III	1208724	1209186	orc-3/WBGene00022488/clean	0	+	10	0.00966601	0.990334	0.00966601	0.42379	NonUniformIntronCover	0.513274	5.14835	7	7	0	-	0	0	14	14
I	6438713	6438901	snt-4/WBGene00004924/clean	0	+	10	0.00966952	0.99033	0.00966952	0.0320366	NonUniformIntronCover	0.561798	1.55556	47	47	0	-	0	0	181	181
I	4997959	4998010	mes-3/WBGene00003221/clean	0	+	10	0.00970433	0.990296	0.00970433	0.0695538	-	1	53	709	709	0.0384615	-	1	21	525	525
I	7933462	7933513	nmy-2/WBGene00003777/clean	0	-	10	0.00972536	0.00972536	0.990275	0.0398733	NonUniformIntronCover	1	21.4706	517	517	0.0833333	-	1	17	187	187
X	10340052	10340130	R07E3.1/WBGene00011102/clean	0	-	10	0.00973583	0.00973583	0.990264	0.0357143	NonUniformIntronCover	1	1	27	27	0.25	-	1	37	111	111
IV	12888610	12888667	K08D8.6/WBGene00010660/clean	0	-	10	0.00980382	0.990196	0.00980382	0.121759	NonUniformIntronCover	0.553191	5.68421	41	41	0	-	0	0	44	44
IV	4017122	4017558	hlh-30/WBGene00020930/clean	0	-	10	0.00981118	0.00981118	0.990189	0.0133814	-	0.488263	0.47093	36	36	0.154472	NonUniformIntronCover	0.671362	4.75	26	26
III	5205957	5206032	morc-1/WBGene00022531/clean	0	-	10	0.0098275	0.990172	0.0098275	0.0559441	NonUniformIntronCover	1	8	135	135	0	-	0	0	96	96
III	894152	894834	ztf-18/WBGene00020763/clean	0	-	10	0.00982818	0.990172	0.00982818	0.0943939	NonUniformIntronCover	0.709821	5.83704	56	56	0.00452073	-	0.263393	0	58	58
III	5628969	5629460	daf-4/WBGene00000900/clean	0	+	10	0.00983965	0.00983965	0.99016	0.00905232	-	0.301455	0.00518135	33	33	0.202008	LowCover	0.536383	1.77202	7	7
X	8245412	8245476	kqt-2/WBGene00002234/clean	0	-	10	0.00983965	0.00983965	0.99016	0	-	0	0	11	11	0.666667	LowCover	0.796296	2	1	1
I	13174562	13174624	F22G12.5/WBGene00009065/clean	0	+	10	0.00989424	0.00989424	0.990106	0.16129	-	1	5	26	26	1	LowCover	1	2	0	0
III	3835671	3835725	cyp-25A2/WBGene00007964/clean	0	+	10	0.00994468	0.990055	0.00994468	0.25	-	1	3	9	9	0	-	0	0	26	26
V	10642882	10643009	C32C4.1/WBGene00007862/clean	0	+	10	0.00994468	0.990055	0.00994468	0.483516	LowCover	0.675214	2.80851	3	3	0	-	0	0	13	13
II	12783895	12783953	Y46G5A.15/WBGene00012906/clean	0	-	10	0.0100565	0.989943	0.0100565	0.072	-	1	9	116	116	0	-	0	0	73	73
V	8133671	8133723	D1014.4/WBGene00017017/clean	0	+	10	0.0100615	0.989939	0.0100615	0.0372549	NonUniformIntronCover	1	19	491	491	0.00512821	-	1	1	194	194
I	5132819	5133326	pfkb-1.1/WBGene00022456/clean	0	+	10	0.0101745	0.989825	0.0101745	0.146926	NonUniformIntronCover	0.65996	25.1457	146	146	0.00606024	-	0.201207	0	33	33
IV	9507285	9507336	ethe-1/WBGene00007886/clean	0	-	10	0.0101953	0.989805	0.0101953	0.172414	NonUniformIntronCover	1	10	48	48	0	-	0	0	30	30
III	2331661	2332002	Y54F10BM.1/WBGene00021856/clean	0	+	10	0.010271	0.010271	0.989729	0.282327	-	0.936556	42.8797	109	109	0.514059	NonUniformIntronCover	0.903323	24.3308	23	23
IV	8916986	8917761	rap-1/WBGene00004307/clean	0	-	10	0.0103126	0.0103126	0.989687	0.00165234	-	0.410458	0.319218	248	248	0.0261351	NonUniformIntronCover	0.414379	1.79805	67	67
I	9306216	9306422	nmat-2/WBGene00009176/clean	0	-	10	0.0104089	0.0104089	0.989591	0	-	0	0	179	179	0.0342052	-	0.469388	1.7	48	48
I	2896760	2896813	copa-1/WBGene00022119/clean	0	-	10	0.0104189	0.989581	0.0104189	0.206897	-	1	30	115	115	0	-	0	0	23	23
II	9896290	9896345	F26C11.1/WBGene00009146/clean	0	+	10	0.0105074	0.989493	0.0105074	0.44593	NonUniformIntronCover	1	19.3158	24	21	0	-	0	0	11	11
II	2201825	2201901	Y59C2A.2/WBGene00021985/clean	0	-	10	0.0105238	0.989476	0.0105238	0.25	-	1	6	18	18	0	-	0	0	22	22
V	4175261	4175315	coh-4/WBGene00021560/clean	0	-	10	0.0105402	0.98946	0.0105402	0.0201477	-	1	8.94444	435	435	0	-	0	0	256	256
IV	10359199	10359497	R11A8.2/WBGene00011237/clean	0	+	10	0.0105473	0.989453	0.0105473	0.106969	NonUniformIntronCover	0.604167	9.10345	76	76	0	-	0	0	49	49
II	13597022	13597075	csc-1/WBGene00000804/clean	0	+	10	0.0105542	0.989446	0.0105542	0.0279356	-	1	59	2053	2053	0.0142969	NonUniformIntronCover	1	12.4737	860	860
I	10193461	10193556	mrpl-34/WBGene00007712/clean	0	+	10	0.01056	0.98944	0.01056	0.0602625	-	1	23.0857	360	360	0.00919429	-	1	1.08571	117	117
III	3509061	3509120	M01F1.4/WBGene00010810/clean	0	-	10	0.010585	0.010585	0.989415	0	-	0	0	36	36	0.176471	-	1	3	14	14
II	10097213	10097753	lact-2/WBGene00014164/clean	0	+	10	0.0106161	0.989384	0.0106161	0.107368	NonUniformIntronCover	0.498113	2.16509	18	18	0.0025711	-	0.183019	0	71	71
IV	17116049	17116409	cyn-13/WBGene00000889/clean	0	-	10	0.0106197	0.98938	0.0106197	0.0131883	NonUniformIntronCover	0.954286	11.8143	884	884	0.00121756	-	0.457143	0.392857	375	375
